"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",TotalCases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,NewCases/1M pop,NewDeaths/1M pop,ActiveCases/1M pop
Ghana,131246,0,1228,0,129326,0,692,5,4101.0,38.0,1933408,60419,32000049,Africa,0.0,0.0,21.6
Namibia,130051,113,3574,0,125540,9,937,1,49891.0,1371.0,803205,308131,2606699,Africa,43.3,0.0,359.5
Uganda,127708,19,3258,2,97689,62,26761,100,2672.0,68.0,1994268,41718,47803211,Africa,0.4,0.0,559.8
Cambodia,120286,14,2967,4,116642,15,677,0,7055.0,174.0,2725832,159873,17049958,Asia,0.8,0.2,39.7
El Salvador,119803,0,3789,3,102982,0,13032,246,18338.0,580.0,1440742,220531,6533059,North America,0.0,0.5,1994.8
Cameroon,107148,0,1804,0,102716,0,2628,152,3898.0,66.0,1751774,63724,27489925,Africa,0.0,0.0,95.6
Rwanda,100449,20,1343,0,45522,0,53584,0,7490.0,100.0,3578143,266808,13410933,Africa,1.5,0.0,3995.5
Maldives,92501,133,255,0,90401,97,1845,23,166922.0,460.0,1778702,3209744,554157,Asia,240.0,0.0,3329.4
Luxembourg,91908,199,888,3,85792,66,5228,23,143485.0,1386.0,3718438,5805143,640542,Europe,310.7,4.7,8161.8
Jamaica,91554,18,2411,1,63223,127,25920,9,30726.0,809.0,678695,227775,2979671,North America,6.0,0.3,8698.9
Laos,82082,1378,214,4,7339,0,74529,0,11052.0,29.0,826504,111290,7426575,Asia,185.5,0.5,10035.4
Trinidad and Tobago,76601,666,2303,22,61396,449,12902,22,54482.0,1638.0,459629,326911,1405977,North America,473.7,15.6,9176.5
Senegal,74036,5,1886,0,72112,5,38,1,4261.0,109.0,882972,50821,17374215,Africa,0.3,0.0,2.2
Angola,65301,21,1735,0,63351,8,215,3,1902.0,51.0,1192540,34742,34325856,Africa,0.6,0.0,6.3
Réunion,63863,2675,391,7,59685,1904,3787,34,70609.0,432.0,1347378,1489708,904458,Africa,2957.6,7.7,4187.0
Malawi,62015,18,2307,0,58826,2,882,67,3126.0,116.0,447285,22549,19836111,Africa,0.9,0.0,44.5
Ivory Coast,61844,18,706,0,60890,15,248,0,2264.0,26.0,1164056,42621,27311513,Africa,0.7,0.0,9.1
DRC,58858,0,1113,0,50930,0,6815,0,630.0,12.0,306299,3278,93449004,Africa,0.0,0.0,72.9
Guadeloupe,55284,0,748,0,2250,0,52286,23,138133.0,1869.0,551264,1377396,400222,North America,0.0,0.0,130642.5
Fiji,52562,0,697,0,51125,0,740,0,58032.0,770.0,463157,511356,905743,Australia/Oceania,0.0,0.0,817.0
Suriname,51052,43,1174,3,29577,0,20301,8,85924.0,1976.0,161828,272367,594155,South America,72.4,5.0,34167.9
Syria,48801,92,2788,6,29965,115,16048,0,2695.0,154.0,113162,6249,18108084,Asia,5.1,0.3,886.2
Eswatini,48358,507,1248,0,45284,4,1826,11,41073.0,1060.0,396427,336710,1177354,Africa,430.6,0.0,1550.9
French Polynesia,46324,0,636,0,0,0,0,7,163554.0,2246.0,0,0,283233,Australia/Oceania,0.0,0.0,0.0
French Guiana,46261,56,329,0,11254,0,34678,8,149354.0,1062.0,459368,1483071,309741,South America,180.8,0.0,111958.1
Martinique,45501,0,718,0,104,0,44679,1,121385.0,1915.0,416247,1110442,374848,North America,0.0,0.0,119192.3
Madagascar,44800,0,972,0,43119,0,709,22,1561.0,34.0,290447,10117,28707975,Africa,0.0,0.0,24.7
Sudan,44170,0,3200,0,35786,0,5184,0,975.0,71.0,238579,5265,45312234,Africa,0.0,0.0,114.4
Malta,40101,86,468,0,37884,62,1749,3,90475.0,1056.0,1211456,2733263,443227,Europe,194.0,0.0,3946.1
Mauritania,39621,37,844,2,38058,85,719,15,8213.0,175.0,517995,107373,4824240,Africa,7.7,0.4,149.0
Cabo Verde,38460,7,351,0,37984,4,125,23,68116.0,622.0,211166,373991,564628,Africa,12.4,0.0,221.4
Guyana,38261,44,1009,1,36319,51,933,16,48310.0,1274.0,399460,504378,791986,South America,55.6,1.3,1178.1
Gabon,37511,0,281,0,33424,0,3806,8,16304.0,122.0,1412633,613981,2300778,Africa,0.0,0.0,1654.2
Papua New Guinea,35662,91,573,23,34645,90,444,7,3881.0,62.0,249149,27113,9189329,Australia/Oceania,9.9,2.5,48.3
Belize,30888,64,582,0,29342,117,964,10,75715.0,1427.0,358245,878161,407949,North America,156.9,0.0,2363.0
Guinea,30798,0,388,0,29753,0,657,49,2258.0,28.0,569940,41780,13641593,Africa,0.0,0.0,48.2
Togo,26326,11,243,0,25929,1,154,0,3077.0,28.0,586985,68605,8555980,Africa,1.3,0.0,18.0
Barbados,26306,106,240,0,23679,83,2387,0,91379.0,834.0,445197,1546473,287879,North America,368.2,0.0,8291.7
Tanzania,26270,0,730,0,0,0,0,7,423.0,12.0,0,0,62164023,Africa,0.0,0.0,0.0
Haiti,25638,0,750,0,21746,0,3142,0,2210.0,65.0,132422,11414,11601406,North America,0.0,0.0,270.8
Benin,24863,0,161,0,24546,0,156,5,1977.0,13.0,604310,48050,12576796,Africa,0.0,0.0,12.4
Seychelles,23537,0,127,0,22912,0,498,0,237223.0,1280.0,0,0,99219,Africa,0.0,0.0,5019.2
Somalia,23051,0,1331,0,12325,0,9395,0,1395.0,81.0,262138,15862,16526492,Africa,0.0,0.0,568.5
Bahamas,22846,7,705,0,21644,0,497,4,57313.0,1769.0,170777,428419,398621,North America,17.6,0.0,1246.8
Mauritius,22251,95,455,0,20511,114,1285,0,17455.0,357.0,358675,281360,1274790,Africa,74.5,0.0,1008.0
Lesotho,21838,0,663,0,13741,0,7434,0,10080.0,306.0,262081,120967,2166556,Africa,0.0,0.0,3431.3
Mayotte,21043,40,185,0,2964,0,17894,0,74562.0,656.0,176919,626883,282220,Africa,141.7,0.0,63404.4
Burundi,20473,0,38,0,773,0,19662,0,1652.0,3.0,345742,27890,12396454,Africa,0.0,0.0,1586.1
Timor-Leste,19829,1,122,0,19702,0,5,0,14641.0,90.0,211166,155917,1354346,Asia,0.7,0.0,3.7
Channel Islands,19706,231,105,0,17421,220,2180,0,111867.0,596.0,1090368,6189786,176156,Europe,1311.3,0.0,12375.4
Congo,19066,96,359,5,12421,0,6286,0,3338.0,63.0,188207,32949,5712141,Africa,16.8,0.9,1100.5
Andorra,18815,184,133,0,16582,136,2100,4,242956.0,1717.0,204343,2638659,77442,Europe,2376.0,0.0,27117.1
Iceland,18765,123,35,0,17411,170,1319,5,54484.0,102.0,1270133,3687820,344413,Europe,357.1,0.0,3829.7
Mali,18112,141,619,1,15345,24,2148,0,859.0,29.0,498903,23663,21083786,Africa,6.7,0.0,101.9
Curaçao,17502,15,180,0,17220,11,102,3,106038.0,1091.0,343943,2083821,165054,North America,90.9,0.0,618.0
Nicaragua,17328,74,210,0,4225,0,12893,0,2572.0,31.0,0,0,6737323,North America,11.0,0.0,1913.7
Tajikistan,17095,0,124,0,16966,0,5,0,1737.0,13.0,0,0,9843790,Asia,0.0,0.0,0.5
Taiwan,16683,21,848,0,15655,5,180,0,699.0,36.0,8571364,358957,23878502,Asia,0.9,0.0,7.5
Aruba,16484,24,175,1,16118,23,191,14,153461.0,1629.0,177885,1656054,107415,North America,223.4,9.3,1778.2
Burkina Faso,16334,334,290,4,15604,259,440,0,752.0,13.0,234250,10784,21721937,Africa,15.4,0.2,20.3
Brunei ,15229,27,98,0,14932,95,199,0,34340.0,221.0,645285,1455068,443474,Asia,60.9,0.0,448.7
Equatorial Guinea,13599,0,175,0,13346,0,78,1,9259.0,119.0,242340,164994,1468777,Africa,0.0,0.0,53.1
Djibouti,13508,0,188,0,13294,0,26,0,13393.0,186.0,248913,246803,1008551,Africa,0.0,0.0,25.8
Saint Lucia,13052,4,283,1,12656,12,113,6,70617.0,1531.0,101404,548637,184829,North America,21.6,5.4,611.4
South Sudan,12826,3,133,0,12463,0,230,2,1127.0,12.0,267531,23506,11381500,Africa,0.3,0.0,20.2
Hong Kong,12472,5,213,0,12153,2,106,0,1645.0,28.0,28539548,3763108,7584036,Asia,0.7,0.0,14.0
New Zealand,12428,97,44,0,5968,83,6416,48,2485.0,9.0,5105725,1020716,5002100,Australia/Oceania,19.4,0.0,1282.7
New Caledonia,12291,18,279,0,11811,41,201,8,42467.0,964.0,42756,147727,289426,Australia/Oceania,62.2,0.0,694.5
Isle of Man,12147,112,66,0,11059,0,1022,1,141777.0,770.0,133676,1560232,85677,Europe,1307.2,0.0,11928.5
CAR,11742,0,101,0,6859,0,4782,2,2372.0,20.0,60228,12168,4949844,Africa,0.0,0.0,966.1
Yemen,10043,9,1955,0,6923,6,1165,23,326.0,64.0,265253,8622,30764781,Asia,0.3,0.0,37.9
Gambia,9992,0,342,0,9640,0,10,1,3975.0,136.0,125061,49753,2513630,Africa,0.0,0.0,4.0
Cayman Islands,7663,0,9,0,3998,0,3656,14,114671.0,135.0,208299,3117035,66826,North America,0.0,0.0,54709.2
Eritrea,7513,29,62,1,7311,40,140,0,2077.0,17.0,23693,6551,3616635,Africa,8.0,0.3,38.7
Gibraltar,7402,20,100,0,7032,41,270,0,219794.0,2969.0,422991,12560234,33677,Europe,593.9,0.0,8017.3
Niger,7099,8,265,1,6751,12,83,2,279.0,10.0,192143,7548,25456893,Africa,0.3,0.0,3.3
Guinea-Bissau,6444,0,149,0,6279,2,16,0,3167.0,73.0,107829,53001,2034464,Africa,0.0,0.0,7.9
Sierra Leone,6405,3,121,0,0,0,0,0,780.0,15.0,160729,19580,8208868,Africa,0.4,0.0,0.0
San Marino,6217,0,94,0,5772,0,351,3,182676.0,2762.0,93080,2734993,34033,Europe,0.0,0.0,10313.5
Dominica,6086,0,42,0,5644,0,400,0,84245.0,581.0,110635,1531450,72242,North America,0.0,0.0,5536.9
Grenada,5909,0,200,0,5641,0,68,2,52168.0,1766.0,88276,779348,113269,North America,0.0,0.0,600.3
Liberia,5829,5,287,0,5523,0,19,2,1115.0,55.0,128246,24533,5227544,Africa,1.0,0.0,3.6
Bermuda,5751,0,106,0,5615,0,30,2,92836.0,1711.0,650541,10501404,61948,North America,0.0,0.0,484.3
Chad,5701,0,181,0,4874,0,646,0,333.0,11.0,157235,9196,17098962,Africa,0.0,0.0,37.8
St. Vincent Grenadines,5645,22,76,0,5096,0,473,7,50653.0,682.0,91554,821525,111444,North America,197.4,0.0,4244.3
Liechtenstein,5050,109,64,2,4600,70,386,18,131905.0,1672.0,80413,2100379,38285,Europe,2847.1,52.2,10082.3
Sint Maarten,4613,5,75,0,4509,1,29,10,105871.0,1721.0,62056,1424217,43572,North America,114.8,0.0,665.6
Comoros,4548,5,151,0,4324,11,73,0,5075.0,169.0,0,0,896077,Africa,5.6,0.0,81.5
Antigua and Barbuda,4148,0,117,0,4019,0,12,1,41861.0,1181.0,18088,182541,99090,North America,0.0,0.0,121.1
Faeroe Islands,4053,96,13,0,3444,51,596,7,82497.0,265.0,581000,11826009,49129,Europe,1954.0,0.0,12131.3
Saint Martin,3973,0,56,0,1399,0,2518,7,100305.0,1414.0,54303,1370976,39609,North America,0.0,0.0,63571.4
Monaco,3942,40,36,0,3743,7,163,1,99445.0,908.0,54960,1386478,39640,Europe,1009.1,0.0,4112.0
Sao Tome and Principe,3733,0,56,0,3675,0,2,0,16593.0,249.0,14934,66380,224978,Africa,0.0,0.0,8.9
Turks and Caicos,3107,0,25,0,3055,0,27,0,78726.0,633.0,94789,2401789,39466,North America,0.0,0.0,684.1
Caribbean Netherlands,3073,16,22,0,2876,25,175,0,115648.0,828.0,30126,1133750,26572,North America,602.1,0.0,6585.9
British Virgin Islands,2816,0,38,0,0,0,0,7,92270.0,1245.0,82570,2705528,30519,North America,0.0,0.0,0.0
Saint Kitts and Nevis,2791,1,28,0,2753,2,10,1,51937.0,521.0,57214,1064684,53738,North America,18.6,0.0,186.1
Bhutan,2641,0,3,0,2625,0,13,0,3370.0,4.0,1252854,1598505,783766,Asia,0.0,0.0,16.6
Greenland,1663,42,0,0,1431,12,232,2,29221.0,0.0,116577,2048409,56911,North America,738.0,0.0,4076.5
St. Barth,1603,0,6,0,0,0,0,0,161593.0,605.0,56491,5694657,9920,North America,0.0,0.0,0.0
Anguilla,1469,0,4,0,1383,0,82,0,96677.0,263.0,51382,3381507,15195,North America,0.0,0.0,5396.5
Diamond Princess,712,0,13,0,699,0,0,0,0.0,0.0,0,0,0,The remaining areas,0.0,0.0,0.0
Wallis and Futuna,454,0,7,0,438,0,9,0,41435.0,639.0,20508,1871680,10957,Australia/Oceania,0.0,0.0,821.4
Saint Pierre Miquelon,91,0,0,0,60,0,31,0,15818.0,0.0,13137,2283504,5753,North America,0.0,0.0,5388.5
Falkland Islands,83,0,0,0,0,0,0,0,22897.0,0.0,8316,2294069,3625,South America,0.0,0.0,0.0
Macao,77,0,0,0,77,0,0,0,116.0,0.0,5019,7582,661998,Asia,0.0,0.0,0.0
Montserrat,44,0,1,0,42,1,1,0,8807.0,200.0,3037,607886,4996,North America,0.0,0.0,200.2
Vatican City,27,0,0,0,27,0,0,0,33582.0,0.0,0,0,804,Europe,0.0,0.0,0.0
Solomon Islands,20,0,0,0,20,0,0,0,28.0,0.0,4500,6330,710950,Australia/Oceania,0.0,0.0,0.0
Western Sahara,10,0,1,0,8,0,1,0,16.0,2.0,0,0,618322,Africa,0.0,0.0,1.6
MS Zaandam,9,0,2,0,7,0,0,0,0.0,0.0,0,0,0,The remaining areas,0.0,0.0,0.0
Palau,8,0,0,0,8,0,0,0,439.0,0.0,14878,816710,18217,Australia/Oceania,0.0,0.0,0.0
Vanuatu,6,0,1,0,5,0,0,0,19.0,3.0,23000,72464,317401,Australia/Oceania,0.0,0.0,0.0
Marshall Islands,4,0,0,0,4,0,0,0,67.0,0.0,0,0,59762,Australia/Oceania,0.0,0.0,0.0
Samoa,3,0,0,0,3,0,0,0,15.0,0.0,0,0,200301,Australia/Oceania,0.0,0.0,0.0
Saint Helena,2,0,0,0,2,0,0,0,328.0,0.0,0,0,6103,Africa,0.0,0.0,0.0
Micronesia,1,0,0,0,1,0,0,0,9.0,0.0,0,0,116748,Australia/Oceania,0.0,0.0,0.0
Tonga,1,0,0,0,1,0,0,0,9.0,0.0,0,0,107409,Australia/Oceania,0.0,0.0,0.0
Total:,82703390,84514,1225510,1003,79942343,76602,1535537,30069,4848622.0,50100.0,3240019346,127559774,9315881348,Asia,9.1,0.1,164.8
Total:,60024592,113421,1204880,1904,48295204,76591,10524508,20385,5711210.0,80500.0,1719845786,116291144,1191431522,North America,95.2,1.6,8833.5
Total:,39118851,17915,1184670,393,37190719,23391,743462,12785,2105392.0,55788.0,361010380,19706678,871692768,South America,20.6,0.5,852.9
Total:,76287873,358161,1442172,4244,66808791,290262,8036910,22677,11752070.0,176872.0,3177735992,273019400,1496553406,Europe,239.3,2.8,5370.3
Total:,8854270,22232,224555,132,8176426,9322,453289,1801,2028452.0,30540.0,162677248,16356246,2772915074,Africa,8.0,0.0,163.5
Total:,380323,1647,4302,32,339688,5095,36333,149,641896.0,9546.0,109608438,12719370,86269590,Australia/Oceania,19.1,0.4,421.2
Total:,721,0,15,0,706,0,0,0,0.0,0.0,0,0,0,The remaining areas,0.0,0.0,0.0
Total:,267370020,597890,5286104,7708,240753877,481263,21330039,87866,34301.1,678.2,26312691570,1696957836,47204231124,All,12.7,0.2,451.9
